name,address,category,lat,lon,query
Белгазпромбанк,"Гродно, ул. Антонова, 9, магазин Mini Max",,53.675551,23.841359,банкомат
Белинвестбанк,"Гродно, ул. Полиграфистов, 6/41",,53.672495,23.841052,банкомат
Приорбанк,"Гродно, ул. Тимирязева, 8",,53.688965,23.845806,банкомат
Беларусбанк,"ул. Максима Горького, 22, Центр мебели Пинскдрев Слева от входа",,53.692163,23.82358,банкомат
Банк Дабрабыт,"Большая Троицкая ул., 1",,53.68299,23.830705,банкомат
Беларусбанк,"бул. Ленинского Комсомола, 34, отдел №400/4001",Банк,53.698001,23.811364,банкомат
Белинвестбанк,"Советская ул., 29",,53.681863,23.831991,банкомат
БелВЭБ,"ул. Орджоникидзе, 18",,53.667154,23.821694,банкомат
Беларусбанк,"ул. Советских Пограничников, 94",,53.67098,23.807696,банкомат
Банк РРБ,"Гродно, ул. Щорса, 11А, этаж 1",,53.679143,23.85159,банкомат
Белгазпромбанк,"Гродно, Доминиканская ул., 10",,53.681266,23.828391,банкомат
Технобанк,"Гродно, просп. Космонавтов, 81, этаж 1",,53.672293,23.862665,банкомат
Белинвестбанк,"Гродно, ул. Доватора, 2/2",,53.692556,23.833693,банкомат
